ds,y,volume
31.10.2018,4.207,0.29K
30.10.2018,4.2108,1.35K
29.10.2018,4.2194,0.20K
26.10.2018,4.213,
25.10.2018,4.2039,0.28K
24.10.2018,4.199,0.22K
23.10.2018,4.2129,0.44K
22.10.2018,4.1982,
19.10.2018,4.2109,
18.10.2018,4.194,
17.10.2018,4.1966,
16.10.2018,4.2138,
15.10.2018,4.2223,
12.10.2018,4.1908,
11.10.2018,4.2096,
10.10.2018,4.1836,
09.10.2018,4.1791,
08.10.2018,4.1871,
05.10.2018,4.1774,
04.10.2018,4.1871,
03.10.2018,4.1823,
02.10.2018,4.213,
01.10.2018,4.2111,
28.09.2018,4.2232,
27.09.2018,4.1988,
26.09.2018,4.2061,
25.09.2018,4.2207,
24.09.2018,4.2016,
21.09.2018,4.1958,
20.09.2018,4.2061,
19.09.2018,4.1862,
18.09.2018,4.1875,
17.09.2018,4.1851,
14.09.2018,4.1629,
13.09.2018,4.1688,
12.09.2018,4.1564,
11.09.2018,4.1555,
10.09.2018,4.1531,
07.09.2018,4.1511,
06.09.2018,4.1654,
05.09.2018,4.1867,
04.09.2018,4.1887,
03.09.2018,4.1999,
31.08.2018,4.1848,
30.08.2018,4.2172,
29.08.2018,4.2259,
28.08.2018,4.2416,
27.08.2018,4.2351,
24.08.2018,4.2058,
23.08.2018,4.209,
22.08.2018,4.2103,
21.08.2018,4.2119,
20.08.2018,4.1958,
17.08.2018,4.1864,
16.08.2018,4.1759,
15.08.2018,4.1781,
14.08.2018,4.177,
13.08.2018,4.2129,
10.08.2018,4.2401,
09.08.2018,4.2541,
08.08.2018,4.271,
07.08.2018,4.2676,
06.08.2018,4.2824,
03.08.2018,4.2677,
02.08.2018,4.2743,
01.08.2018,4.286,
31.07.2018,4.2914,
30.07.2018,4.2892,
27.07.2018,4.257,
26.07.2018,4.249,
25.07.2018,4.2606,
24.07.2018,4.2655,
23.07.2018,4.2635,
20.07.2018,4.2522,
19.07.2018,4.2439,
18.07.2018,4.2335,
17.07.2018,4.2352,
16.07.2018,4.247,
13.07.2018,4.2514,
12.07.2018,4.2473,
11.07.2018,4.2597,
10.07.2018,4.2657,
09.07.2018,4.2663,
06.07.2018,4.2573,
05.07.2018,4.2547,
04.07.2018,4.2547,
03.07.2018,4.2552,
02.07.2018,4.2637,
29.06.2018,4.2728,
28.06.2018,4.229,
27.06.2018,4.215,
26.06.2018,4.2359,
25.06.2018,4.2354,
22.06.2018,4.2017,
21.06.2018,4.2033,
20.06.2018,4.1908,
19.06.2018,4.2082,
18.06.2018,4.2321,
15.06.2018,4.2078,
14.06.2018,4.1838,
13.06.2018,4.2337,
12.06.2018,4.2131,
11.06.2018,4.2064,
08.06.2018,4.1982,
07.06.2018,4.213,
06.06.2018,4.2046,
05.06.2018,4.1788,
04.06.2018,4.1721,
01.06.2018,4.1487,
31.05.2018,4.163,
30.05.2018,4.1632,
29.05.2018,4.1451,
28.05.2018,4.1544,
25.05.2018,4.1509,
24.05.2018,4.1776,
23.05.2018,4.1777,
22.05.2018,4.1943,
21.05.2018,4.2126,
18.05.2018,4.2309,
17.05.2018,4.2374,
16.05.2018,4.2348,
15.05.2018,4.2602,
14.05.2018,4.2848,
11.05.2018,4.2702,
10.05.2018,4.2466,
09.05.2018,4.2472,
08.05.2018,4.293,
07.05.2018,4.2993,
04.05.2018,4.322,
03.05.2018,4.3357,
02.05.2018,4.3305,
01.05.2018,4.3276,
30.04.2018,4.344,
27.04.2018,4.3522,
26.04.2018,4.341,
25.04.2018,4.3632,
24.04.2018,4.3613,
23.04.2018,4.3292,
20.04.2018,4.3373,
19.04.2018,4.3468,
18.04.2018,4.3473,
17.04.2018,4.3449,
16.04.2018,4.3671,
13.04.2018,4.3364,
12.04.2018,4.3288,
11.04.2018,4.3401,
10.04.2018,4.3261,
09.04.2018,4.3362,
06.04.2018,4.344,
05.04.2018,4.3185,
04.04.2018,4.3418,
03.04.2018,4.3316,
02.04.2018,4.3386,
30.03.2018,4.3012,
29.03.2018,4.3121,
28.03.2018,4.3162,
27.03.2018,4.328,
26.03.2018,4.3506,
23.03.2018,4.3049,
22.03.2018,4.282,
21.03.2018,4.2748,
20.03.2018,4.2592,
19.03.2018,4.2828,
16.03.2018,4.2492,
15.03.2018,4.2473,
14.03.2018,4.2499,
13.03.2018,4.252,
12.03.2018,4.2473,
09.03.2018,4.2393,
08.03.2018,4.2576,
07.03.2018,4.2908,
06.03.2018,4.289,
05.03.2018,4.2755,
02.03.2018,4.2395,
01.03.2018,4.2543,
28.02.2018,4.2397,
27.02.2018,4.2615,
26.02.2018,4.2903,
23.02.2018,4.2851,
22.02.2018,4.3073,
21.02.2018,4.2942,
20.02.2018,4.3167,
19.02.2018,4.3518,
16.02.2018,4.401,
15.02.2018,4.4205,
14.02.2018,4.386,
13.02.2018,4.3678,
12.02.2018,4.3278,
09.02.2018,4.3021,
08.02.2018,4.3079,
07.02.2018,4.2862,
06.02.2018,4.3099,
05.02.2018,4.2755,
02.02.2018,4.2991,
01.02.2018,4.2917,
31.01.2018,4.2474,
30.01.2018,4.2389,
29.01.2018,4.2083,
26.01.2018,4.2107,
25.01.2018,4.2084,
24.01.2018,4.231,
23.01.2018,4.1946,
22.01.2018,4.1877,
19.01.2018,4.1756,
18.01.2018,4.1823,
17.01.2018,4.1951,
16.01.2018,4.2069,
15.01.2018,4.1704,
12.01.2018,4.1372,
11.01.2018,4.1139,
10.01.2018,4.0941,
09.01.2018,4.109,
08.01.2018,4.1261,
05.01.2018,4.1294,
04.01.2018,4.159,
03.01.2018,4.1475,
02.01.2018,4.1646,
01.01.2018,4.1676,
29.12.2017,4.1752,
28.12.2017,4.1434,
27.12.2017,4.136,
26.12.2017,4.1382,
25.12.2017,4.1341,
22.12.2017,4.1306,
21.12.2017,4.1391,
20.12.2017,4.1494,
19.12.2017,4.146,
18.12.2017,4.1296,
15.12.2017,4.1329,
14.12.2017,4.1471,
13.12.2017,4.1664,
12.12.2017,4.1647,
11.12.2017,4.1547,
08.12.2017,4.1444,
07.12.2017,4.1412,
06.12.2017,4.1467,
05.12.2017,4.1443,
04.12.2017,4.1378,
01.12.2017,4.1446,
30.11.2017,4.1612,
29.11.2017,4.1514,
28.11.2017,4.1573,
27.11.2017,4.164,
24.11.2017,4.1848,
23.11.2017,4.1614,
22.11.2017,4.1492,
21.11.2017,4.1269,
20.11.2017,4.1255,
17.11.2017,4.144,
16.11.2017,4.1395,
15.11.2017,4.1615,
14.11.2017,4.1719,
13.11.2017,4.1335,
10.11.2017,4.1394,
09.11.2017,4.1043,
08.11.2017,4.0709,
07.11.2017,4.0733,
06.11.2017,4.0709,
03.11.2017,4.0765,
02.11.2017,4.0899,
01.11.2017,4.0806,
31.10.2017,4.1006,
30.10.2017,4.1063,
27.10.2017,4.1027,
26.10.2017,4.1102,
25.10.2017,4.1445,
24.10.2017,4.1224,
23.10.2017,4.1045,
20.10.2017,4.1151,
19.10.2017,4.1329,
18.10.2017,4.13,
17.10.2017,4.1318,
16.10.2017,4.1227,
13.10.2017,4.1405,
12.10.2017,4.1405,
11.10.2017,4.1374,
10.10.2017,4.125,
09.10.2017,4.1222,
06.10.2017,4.1305,
05.10.2017,4.1272,
04.10.2017,4.1322,
03.10.2017,4.146,
02.10.2017,4.1505,
29.09.2017,4.1761,
28.09.2017,4.1606,
27.09.2017,4.1605,
26.09.2017,4.1588,
25.09.2017,4.1691,
22.09.2017,4.1738,
21.09.2017,4.1885,
20.09.2017,4.1822,
19.09.2017,4.2124,
18.09.2017,4.2149,
15.09.2017,4.2065,
14.09.2017,4.1958,
13.09.2017,4.2108,
12.09.2017,4.2401,
11.09.2017,4.2103,
08.09.2017,4.2263,
07.09.2017,4.2337,
06.09.2017,4.2295,
05.09.2017,4.2546,
04.09.2017,4.2506,
01.09.2017,4.2372,
31.08.2017,4.2697,
30.08.2017,4.2694,
29.08.2017,4.2774,
28.08.2017,4.2905,
25.08.2017,4.2736,
24.08.2017,4.242,
23.08.2017,4.2596,
22.08.2017,4.2564,
21.08.2017,4.2733,
18.08.2017,4.2565,
17.08.2017,4.2491,
16.08.2017,4.2587,
15.08.2017,4.2442,
14.08.2017,4.2213,
11.08.2017,4.2389,
10.08.2017,4.2225,
09.08.2017,4.2297,
08.08.2017,4.2406,
07.08.2017,4.2641,
04.08.2017,4.2778,
03.08.2017,4.2729,
02.08.2017,4.2409,
01.08.2017,4.2038,
31.07.2017,4.2172,
28.07.2017,4.1837,
27.07.2017,4.1545,
26.07.2017,4.1762,
25.07.2017,4.1635,
24.07.2017,4.1514,
21.07.2017,4.1672,
20.07.2017,4.1349,
19.07.2017,4.109,
18.07.2017,4.1239,
17.07.2017,4.1067,
14.07.2017,4.0778,
13.07.2017,4.0339,
12.07.2017,4.039,
11.07.2017,4.0876,
10.07.2017,4.0441,
07.07.2017,4.0355,
06.07.2017,4.0302,
05.07.2017,3.9832,
04.07.2017,3.9884,
03.07.2017,3.9832,
30.06.2017,3.9859,
29.06.2017,3.9926,
28.06.2017,3.9867,
27.06.2017,3.9896,
26.06.2017,3.9385,
23.06.2017,3.9621,
22.06.2017,3.9558,
21.06.2017,3.9524,
20.06.2017,3.9435,
19.06.2017,3.9334,
16.06.2017,3.9405,
15.06.2017,3.9329,
14.06.2017,3.9499,
13.06.2017,3.955,
12.06.2017,3.968,
09.06.2017,3.9535,
08.06.2017,3.955,
07.06.2017,3.984,
06.06.2017,3.9935,
05.06.2017,3.9875,
02.06.2017,4.0012,
01.06.2017,3.9852,
31.05.2017,3.9793,
30.05.2017,3.9653,
29.05.2017,3.9778,
26.05.2017,4.0035,
25.05.2017,4.0004,
24.05.2017,4.0195,
23.05.2017,4.0174,
22.05.2017,4.0287,
19.05.2017,4.0128,
18.05.2017,3.9905,
17.05.2017,4.0281,
16.05.2017,3.9884,
15.05.2017,3.956,
12.05.2017,3.9352,
11.05.2017,3.92,
10.05.2017,3.9148,
09.05.2017,3.9218,
08.05.2017,3.9331,
05.05.2017,3.9472,
04.05.2017,3.9613,
03.05.2017,3.9398,
02.05.2017,3.9422,
01.05.2017,3.9385,
28.04.2017,3.948,
27.04.2017,3.9484,
26.04.2017,3.9667,
25.04.2017,3.9764,
24.04.2017,3.9666,
21.04.2017,3.9387,
20.04.2017,3.9352,
19.04.2017,3.9331,
18.04.2017,3.9324,
17.04.2017,3.8938,
14.04.2017,3.878,
13.04.2017,3.8874,
12.04.2017,3.884,
11.04.2017,3.8769,
10.04.2017,3.8775,
07.04.2017,3.8706,
06.04.2017,3.8807,
05.04.2017,3.889,
04.04.2017,3.8977,
03.04.2017,3.8771,
31.03.2017,3.8679,
30.03.2017,3.8765,
29.03.2017,3.8952,
28.03.2017,3.9082,
27.03.2017,3.9244,
24.03.2017,3.9247,
23.03.2017,3.9362,
22.03.2017,3.9365,
21.03.2017,3.9285,
20.03.2017,3.8936,
17.03.2017,3.9022,
16.03.2017,3.9061,
15.03.2017,3.8967,
14.03.2017,3.8874,
13.03.2017,3.9061,
10.03.2017,3.9228,
09.03.2017,3.8967,
08.03.2017,3.8904,
07.03.2017,3.8855,
06.03.2017,3.8912,
03.03.2017,3.9269,
02.03.2017,3.8824,
01.03.2017,3.862,
28.02.2017,3.8553,
27.02.2017,3.8815,
24.02.2017,3.8986,
23.02.2017,3.9152,
22.02.2017,3.9021,
21.02.2017,3.8998,
20.02.2017,3.9419,
17.02.2017,3.9346,
16.02.2017,3.9678,
15.02.2017,3.9595,
14.02.2017,3.9637,
13.02.2017,3.9746,
10.02.2017,3.9962,
09.02.2017,3.991,
08.02.2017,4.0104,
07.02.2017,4.0093,
06.02.2017,4.0203,
03.02.2017,4.0478,
02.02.2017,4.0468,
01.02.2017,4.0653,
31.01.2017,4.0698,
30.01.2017,4.0366,
27.01.2017,4.04,
26.01.2017,4.0503,
25.01.2017,4.0667,
24.01.2017,4.0676,
23.01.2017,4.081,
20.01.2017,4.0741,
19.01.2017,4.0696,
18.01.2017,4.0626,
17.01.2017,4.0817,
16.01.2017,4.0618,
13.01.2017,4.0648,
12.01.2017,4.062,
11.01.2017,4.0585,
10.01.2017,4.06,
09.01.2017,4.064,
06.01.2017,4.0497,
05.01.2017,4.0815,
04.01.2017,4.045,
03.01.2017,4.0229,
02.01.2017,4.029,
