תאריך,שער,נפח,,,,
22.03.2022,0.2343,,,,,
21.03.2022,0.2354,,,,,
18.03.2022,0.2336,,,,,
17.03.2022,0.2348,,,,,
16.03.2022,0.2338,,,,,
15.03.2022,0.2341,,,,,
14.03.2022,0.2342,,,,,
11.03.2022,0.2356,,,,,
10.03.2022,0.2337,,,,,
09.03.2022,0.2325,,,,,
08.03.2022,0.2312,,,,,
07.03.2022,0.232,,,,,
04.03.2022,0.2306,,,,,
03.03.2022,0.2304,,,,,
02.03.2022,0.2313,,,,,
01.03.2022,0.2326,,,,,
28.02.2022,0.232,,,,,
25.02.2022,0.2308,,,,,
24.02.2022,0.2302,,,,,
23.02.2022,0.228,,,,,
22.02.2022,0.228,,,,,
21.02.2022,0.2285,,,,,
18.02.2022,0.2295,,,,,
17.02.2022,0.2285,,,,,
16.02.2022,0.2306,,,,,
15.02.2022,0.2295,,,,,
14.02.2022,0.2265,,,,,
11.02.2022,0.2269,,,,,
10.02.2022,0.2281,,,,,
09.02.2022,0.2302,,,,,
08.02.2022,0.2295,,,,,
07.02.2022,0.2312,,,,,
04.02.2022,0.2302,,,,,
03.02.2022,0.2304,,,,,
02.02.2022,0.2321,,,,,
01.02.2022,0.2334,,,,,
31.01.2022,0.2343,,,,,
28.01.2022,0.2329,,,,,
27.01.2022,0.2336,,,,,
26.01.2022,0.2332,,,,,
25.01.2022,0.2331,,,,,
24.01.2022,0.2342,,,,,
21.01.2022,0.2342,,,,,
20.01.2022,0.2342,,,,,
19.01.2022,0.2341,,,,,
18.01.2022,0.2347,,,,,
17.01.2022,0.2352,,,,,
14.01.2022,0.2352,,,,,
13.01.2022,0.2341,,,,,
12.01.2022,0.2344,,,,,
11.01.2022,0.236,,,,,
10.01.2022,0.2346,,,,,
07.01.2022,0.2365,,,,,
06.01.2022,0.2374,,,,,
05.01.2022,0.2375,,,,,
04.01.2022,0.2393,,,,,
03.01.2022,0.2384,,,,,
31.12.2021,0.2376,,,,,
30.12.2021,0.2384,,,,,
29.12.2021,0.2375,,,,,
28.12.2021,0.2397,,,,,
27.12.2021,0.2387,,,,,
24.12.2021,0.2367,,,,,
23.12.2021,0.2364,,,,,
22.12.2021,0.2365,,,,,
21.12.2021,0.2378,,,,,
20.12.2021,0.2388,,,,,
17.12.2021,0.2414,,,,,
16.12.2021,0.2418,,,,,
15.12.2021,0.2414,,,,,
14.12.2021,0.2404,,,,,
13.12.2021,0.2427,,,,,
10.12.2021,0.2427,,,,,
09.12.2021,0.2437,,,,,
08.12.2021,0.2441,,,,,
07.12.2021,0.241,,,,,
06.12.2021,0.2379,,,,,
03.12.2021,0.2388,,,,,
02.12.2021,0.2372,,,,,
01.12.2021,0.238,,,,,
30.11.2021,0.2383,,,,,
29.11.2021,0.2376,,,,,
26.11.2021,0.2346,,,,,
25.11.2021,0.2373,,,,,
24.11.2021,0.2381,,,,,
23.11.2021,0.2381,,,,,
22.11.2021,0.2412,,,,,
19.11.2021,0.2399,,,,,
18.11.2021,0.24,,,,,
17.11.2021,0.2409,,,,,
16.11.2021,0.2403,,,,,
15.11.2021,0.2399,,,,,
12.11.2021,0.2397,,,,,
11.11.2021,0.2396,,,,,
10.11.2021,0.239,,,,,
09.11.2021,0.2371,,,,,
08.11.2021,0.2367,,,,,
05.11.2021,0.2379,,,,,
04.11.2021,0.238,,,,,
03.11.2021,0.2342,,,,,
02.11.2021,0.2339,,,,,
01.11.2021,0.2346,,,,,
29.10.2021,0.2307,,,,,
28.10.2021,0.2289,,,,,
27.10.2021,0.2279,,,,,
26.10.2021,0.2269,,,,,
25.10.2021,0.2267,,,,,
22.10.2021,0.2265,,,,,
21.10.2021,0.2258,,,,,
20.10.2021,0.2251,,,,,
19.10.2021,0.2253,,,,,
18.10.2021,0.2262,,,,,
15.10.2021,0.2255,,,,,
14.10.2021,0.2269,,,,,
13.10.2021,0.2267,,,,,
12.10.2021,0.2275,,,,,
11.10.2021,0.2277,,,,,
08.10.2021,0.2271,,,,,
07.10.2021,0.2273,,,,,
06.10.2021,0.2272,,,,,
