תאריך,שער,נפח,,,,
26.10.2017,1.1296,,,,,
25.10.2017,1.1228,,,,,
24.10.2017,1.117,,,,,
23.10.2017,1.1233,,,,,
20.10.2017,1.1191,,,,,
19.10.2017,1.1102,,,,,
18.10.2017,1.1202,,,,,
17.10.2017,1.1212,,,,,
16.10.2017,1.1232,,,,,
13.10.2017,1.1238,,,,,
12.10.2017,1.121,,,,,
11.10.2017,1.1151,,,,,
10.10.2017,1.1184,,,,,
09.10.2017,1.1194,,,,,
06.10.2017,1.1135,,,,,
05.10.2017,1.1202,,,,,
04.10.2017,1.1264,,,,,
03.10.2017,1.1274,,,,,
02.10.2017,1.1316,,,,,
29.09.2017,1.134,,,,,
28.09.2017,1.1405,,,,,
27.09.2017,1.1398,,,,,
26.09.2017,1.1412,,,,,
25.09.2017,1.1366,,,,,
22.09.2017,1.1294,,,,,
21.09.2017,1.1373,,,,,
20.09.2017,1.1346,,,,,
19.09.2017,1.1263,,,,,
18.09.2017,1.1288,,,,,
15.09.2017,1.1381,,,,,
14.09.2017,1.124,,,,,
13.09.2017,1.1114,,,,,
12.09.2017,1.1101,,,,,
11.09.2017,1.1013,,,,,
08.09.2017,1.0967,,,,,
07.09.2017,1.0897,,,,,
06.09.2017,1.0944,,,,,
05.09.2017,1.0939,,,,,
04.09.2017,1.0871,,,,,
01.09.2017,1.092,,,,,
31.08.2017,1.0857,,,,,
30.08.2017,1.0876,,,,,
29.08.2017,1.0792,,,,,
28.08.2017,1.0796,,,,,
25.08.2017,1.0809,,,,,
24.08.2017,1.0849,,,,,
23.08.2017,1.0841,,,,,
22.08.2017,1.0903,,,,,
21.08.2017,1.0919,,,,,
18.08.2017,1.0947,,,,,
17.08.2017,1.0977,,,,,
16.08.2017,1.0956,,,,,
15.08.2017,1.0967,,,,,
14.08.2017,1.1006,,,,,
11.08.2017,1.1008,,,,,
10.08.2017,1.1022,,,,,
09.08.2017,1.1059,,,,,
08.08.2017,1.1054,,,,,
07.08.2017,1.1051,,,,,
04.08.2017,1.1074,,,,,
03.08.2017,1.107,,,,,
02.08.2017,1.1153,,,,,
01.08.2017,1.1188,,,,,
31.07.2017,1.1159,,,,,
28.07.2017,1.1178,,,,,
27.07.2017,1.1189,,,,,
26.07.2017,1.1182,,,,,
25.07.2017,1.1178,,,,,
24.07.2017,1.1192,,,,,
21.07.2017,1.1142,,,,,
20.07.2017,1.1155,,,,,
19.07.2017,1.1304,,,,,
18.07.2017,1.1285,,,,,
17.07.2017,1.1374,,,,,
14.07.2017,1.1419,,,,,
13.07.2017,1.1352,,,,,
12.07.2017,1.1291,,,,,
11.07.2017,1.1204,,,,,
10.07.2017,1.13,,,,,
07.07.2017,1.1307,,,,,
06.07.2017,1.1355,,,,,
05.07.2017,1.1394,,,,,
04.07.2017,1.1388,,,,,
03.07.2017,1.1383,,,,,
30.06.2017,1.1401,,,,,
29.06.2017,1.137,,,,,
28.06.2017,1.1361,,,,,
27.06.2017,1.1302,,,,,
26.06.2017,1.1377,,,,,
23.06.2017,1.1361,,,,,
22.06.2017,1.1372,,,,,
21.06.2017,1.1346,,,,,
20.06.2017,1.1343,,,,,
19.06.2017,1.1424,,,,,
16.06.2017,1.1409,,,,,
15.06.2017,1.1445,,,,,
14.06.2017,1.1367,,,,,
13.06.2017,1.1377,,,,,
12.06.2017,1.1298,,,,,
09.06.2017,1.1384,,,,,
08.06.2017,1.1551,,,,,
07.06.2017,1.1513,,,,,
06.06.2017,1.1448,,,,,
05.06.2017,1.1465,,,,,
02.06.2017,1.1422,,,,,
01.06.2017,1.1488,,,,,
31.05.2017,1.1464,,,,,
30.05.2017,1.1496,,,,,
29.05.2017,1.1502,,,,,
26.05.2017,1.1449,,,,,
25.05.2017,1.1543,,,,,
24.05.2017,1.1564,,,,,
23.05.2017,1.159,,,,,
22.05.2017,1.1568,,,,,
19.05.2017,1.1631,,,,,
18.05.2017,1.1649,,,,,
17.05.2017,1.1623,,,,,
16.05.2017,1.1656,,,,,
15.05.2017,1.1748,,,,,
12.05.2017,1.1793,,,,,
11.05.2017,1.1864,,,,,
10.05.2017,1.1905,,,,,
09.05.2017,1.1895,,,,,
08.05.2017,1.1845,,,,,
05.05.2017,1.1804,,,,,
04.05.2017,1.1764,,,,,
03.05.2017,1.1821,,,,,
02.05.2017,1.1838,,,,,
01.05.2017,1.1823,,,,,
28.04.2017,1.1885,,,,,
27.04.2017,1.1868,,,,,
26.04.2017,1.1781,,,,,
25.04.2017,1.1753,,,,,
24.04.2017,1.1772,,,,,
21.04.2017,1.1944,,,,,
20.04.2017,1.1957,,,,,
19.04.2017,1.1931,,,,,
18.04.2017,1.1964,,,,,
17.04.2017,1.1805,,,,,
14.04.2017,1.1803,,,,,
13.04.2017,1.178,,,,,
12.04.2017,1.1757,,,,,
11.04.2017,1.1781,,,,,
10.04.2017,1.1716,,,,,
07.04.2017,1.1684,,,,,
06.04.2017,1.1715,,,,,
05.04.2017,1.1706,,,,,
04.04.2017,1.1656,,,,,
03.04.2017,1.1704,,,,,
31.03.2017,1.1785,,,,,
30.03.2017,1.1682,,,,,
29.03.2017,1.1548,,,,,
28.03.2017,1.1514,,,,,
27.03.2017,1.156,,,,,
24.03.2017,1.1548,,,,,
23.03.2017,1.1611,,,,,
22.03.2017,1.1562,,,,,
21.03.2017,1.1542,,,,,
20.03.2017,1.1508,,,,,
17.03.2017,1.1542,,,,,
16.03.2017,1.1481,,,,,
15.03.2017,1.1451,,,,,
14.03.2017,1.1462,,,,,
13.03.2017,1.1469,,,,,
10.03.2017,1.1405,,,,,
09.03.2017,1.1502,,,,,
08.03.2017,1.1545,,,,,
07.03.2017,1.1546,,,,,
06.03.2017,1.1564,,,,,
03.03.2017,1.1574,,,,,
02.03.2017,1.1675,,,,,
01.03.2017,1.1657,,,,,
28.02.2017,1.1705,,,,,
27.02.2017,1.1752,,,,,
24.02.2017,1.1803,,,,,
23.02.2017,1.1865,,,,,
22.02.2017,1.1795,,,,,
21.02.2017,1.1836,,,,,
20.02.2017,1.1741,,,,,
17.02.2017,1.1697,,,,,
16.02.2017,1.17,,,,,
15.02.2017,1.1753,,,,,
14.02.2017,1.1789,,,,,
13.02.2017,1.1818,,,,,
10.02.2017,1.1739,,,,,
09.02.2017,1.1732,,,,,
08.02.2017,1.1721,,,,,
07.02.2017,1.1709,,,,,
06.02.2017,1.16,,,,,
03.02.2017,1.158,,,,,
02.02.2017,1.1645,,,,,
01.02.2017,1.1753,,,,,
31.01.2017,1.1649,,,,,
30.01.2017,1.1676,,,,,
27.01.2017,1.1735,,,,,
26.01.2017,1.1788,,,,,
25.01.2017,1.1756,,,,,
24.01.2017,1.1667,,,,,
23.01.2017,1.1644,,,,,
20.01.2017,1.1562,,,,,
19.01.2017,1.1574,,,,,
18.01.2017,1.1531,,,,,
17.01.2017,1.1587,,,,,
16.01.2017,1.1363,,,,,
13.01.2017,1.1442,,,,,
12.01.2017,1.1458,,,,,
11.01.2017,1.154,,,,,
10.01.2017,1.1537,,,,,
09.01.2017,1.1502,,,,,
06.01.2017,1.1665,,,,,
05.01.2017,1.1708,,,,,
04.01.2017,1.1748,,,,,
03.01.2017,1.1762,,,,,
02.01.2017,1.1737,,,,,
